student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S101396,Business_School_E,LAW,Latvia,Latvia,2021,Business,Master,Full-time,Female,32,Other,3,Low,0.1,1,1,0,1,11,None,7.61,8.86,7.79,8.33,33,33,21,21,0,0,0.978,0.917,0.084,0,-0.206,65.0,65.7,0.0,0,8.51,1,Very Likely to Succeed,1.0
S101397,Business_School_E,MIS,Sri Lanka,Latvia,2021,Information Systems,Bachelor,Full-time,Female,23,Single,3,High,0.6,1,0,0,1,20,Full,7.02,7.56,7.56,7.56,34,31,24,18,1,2,0.692,0.555,0.066,0,-0.004,89.0,90.0,0.486,0,7.86,1,Moderate Risk,0.844
S101398,Business_School_E,CS,Latvia,Latvia,2019,Computer Science,Bachelor,Full-time,Female,34,Other,3,Low,0.1,0,0,0,0,0,Partial,7.04,7.31,6.84,7.07,24,24,30,30,0,0,0.669,0.522,0.138,3,-0.444,61.4,61.8,0.35,0,7.34,1,Very Likely to Succeed,0.861
S101399,Latvia_Uni_A,BUS,Ghana,Latvia,2018,Engineering,Master,Full-time,Female,38,Single,3,High,0.7977905609774407,0,1,0,1,12,None,5.98,5.17,5.16,5.16,28,28,29,29,0,0,0.426,0.25,0.075,25,0.037,41.0,14.5,0.697,3,5.17,0,High Risk,0.401
S101400,Business_School_E,DATA,Nigeria,Latvia,2019,Humanities,Bachelor,Full-time,Female,37,Single,3,High,0.7007000980015589,1,1,1,1,20,Partial,7.85,7.99,8.12,8.06,25,16,35,35,3,0,0.976,0.934,0.074,0,0.166,73.1,67.7,0.026,0,8.68,1,Very Likely to Succeed,1.0
S101401,Tech_Institute_D,LAW,Vietnam,Latvia,2020,Medicine,Bachelor,Full-time,Male,21,Married,2,High,0.6,1,1,1,0,0,None,6.83,7.54,8.0,7.77,29,29,29,29,0,0,0.832,0.706,0.096,0,0.232,68.9,73.1,0.292,1,7.65,1,Very Likely to Succeed,0.963
S101402,Latvia_College_C,BUS,Latvia,Latvia,2021,Medicine,Bachelor,Full-time,Other,19,Other,4,Low,0.1,0,1,0,1,10,Partial,7.21,6.55,6.46,6.5,31,25,34,28,2,2,0.853,0.731,0.127,0,-0.373,51.0,57.5,0.126,0,6.21,1,Very Likely to Succeed,0.886
S101403,Business_School_E,CS,Germany,Latvia,2021,Computer Science,Bachelor,Full-time,Female,32,Single,4,Low,0.1,0,1,0,1,22,None,7.42,7.7,8.31,8.0,26,23,20,20,1,0,0.546,0.397,0.069,5,-0.115,45.8,43.5,0.494,0,8.45,1,Very Likely to Succeed,0.886
S101404,Tech_Institute_D,DATA,Latvia,Latvia,2023,Computer Science,Master,Full-time,Female,28,Single,5,Low,0.1,0,0,0,1,16,None,7.46,6.93,6.9,6.91,30,27,24,24,1,0,0.763,0.628,0.121,0,-0.305,88.5,78.9,0.249,0,6.61,1,Very Likely to Succeed,0.883
S101405,Business_School_E,MED,USA,Latvia,2023,Social Sciences,Bachelor,Full-time,Male,25,Single,3,Medium,0.3,1,1,0,1,25,None,8.04,8.83,8.68,8.75,27,27,33,30,0,1,0.977,0.907,0.071,0,0.13,79.1,82.7,0.15,0,9.21,1,Very Likely to Succeed,1.0
S101406,Latvia_Uni_A,ENG,Sri Lanka,Latvia,2020,Engineering,Bachelor,Part-time,Female,36,Single,3,High,0.6,0,1,0,0,0,None,6.92,6.46,6.89,6.67,32,32,31,28,0,1,0.445,0.272,0.065,27,-0.09,50.0,41.4,0.597,1,6.66,0,High Risk,0.58
S101407,Latvia_College_C,LAW,India,Latvia,2018,Business,Bachelor,Full-time,Male,33,Single,1,High,0.6,0,1,1,1,28,Partial,9.17,9.31,9.26,9.29,25,25,29,29,0,0,0.767,0.642,0.095,0,-0.24,100.0,100.0,0.597,1,9.35,0,Moderate Risk,0.757
S101408,Business_School_E,MED,Bangladesh,Latvia,2018,Computer Science,Master,Full-time,Male,31,Single,3,High,0.6,0,1,0,1,21,None,7.12,6.58,6.74,6.66,35,29,34,28,2,2,0.682,0.526,0.071,0,0.016,59.9,59.2,0.465,4,6.12,1,High Risk,0.619
S101409,Latvia_Uni_B,MED,Sri Lanka,Latvia,2020,Computer Science,Master,Full-time,Female,31,Single,1,High,0.6,1,1,1,0,0,Partial,6.81,7.76,7.33,7.54,35,35,32,32,0,0,0.777,0.645,0.099,0,-0.244,46.3,52.8,0.29,2,7.8,1,Very Likely to Succeed,0.87
S101410,Business_School_E,CS,Nigeria,Latvia,2022,Humanities,Bachelor,Full-time,Female,20,Single,1,High,0.7863828483913813,0,1,1,0,0,Partial,6.69,6.66,7.7,7.18,25,25,30,30,0,0,0.812,0.674,0.085,0,0.03,36.4,37.9,0.317,4,6.05,0,High Risk,0.637
S101411,Latvia_College_C,CS,Latvia,Latvia,2022,Engineering,Master,Full-time,Other,32,Single,5,Low,0.1,0,0,0,1,16,Full,7.53,7.5,8.23,7.86,24,24,25,22,0,1,0.945,0.852,0.062,0,-0.068,80.4,69.6,0.0,0,7.7,1,Very Likely to Succeed,1.0
S101412,Latvia_College_C,MIS,India,Latvia,2021,Computer Science,Bachelor,Part-time,Male,32,Single,2,High,0.6,1,1,0,0,0,Partial,6.71,7.1,6.89,6.99,20,17,26,20,1,2,0.726,0.587,0.082,0,-0.108,33.2,36.5,0.233,2,7.8,1,Moderate Risk,0.786
S101413,Latvia_Uni_B,MIS,Bangladesh,Latvia,2022,Information Systems,Master,Part-time,Female,24,Single,2,High,0.6,1,0,0,1,21,None,8.13,7.83,8.06,7.95,28,28,20,20,0,0,0.579,0.416,0.149,10,0.407,48.7,29.7,0.457,1,8.72,1,Moderate Risk,0.762
S101414,Business_School_E,ENG,Vietnam,Latvia,2021,Engineering,Master,Full-time,Male,33,Single,3,High,0.6,0,0,0,1,22,Partial,7.67,8.23,7.4,7.82,30,27,25,25,1,0,0.631,0.481,0.089,0,-0.171,49.6,28.1,0.39,5,7.55,0,Moderate Risk,0.677
S101415,Latvia_College_C,BUS,China,Latvia,2021,Business,Bachelor,Full-time,Other,37,Single,2,High,0.6,0,0,0,0,0,None,5.46,5.4,5.45,5.43,32,29,23,20,1,1,0.378,0.184,0.093,33,-0.187,5.8,0.0,0.475,2,5.55,0,High Risk,0.41
S101416,Latvia_Uni_A,MIS,Bangladesh,Latvia,2018,Social Sciences,Bachelor,Full-time,Other,21,Single,3,High,0.6,0,1,0,1,28,Partial,5.88,5.41,4.66,5.03,26,26,32,29,0,1,0.315,0.123,0.071,36,0.03,8.6,10.0,0.661,1,4.95,0,Very High Risk,0.348
S101417,Latvia_Uni_B,CS,Brazil,Latvia,2020,Social Sciences,Bachelor,Full-time,Female,32,Single,3,Medium,0.35,0,0,0,1,11,Full,6.08,6.15,6.53,6.34,24,24,22,22,0,0,0.759,0.621,0.059,0,0.001,44.4,44.9,0.307,3,5.38,0,Moderate Risk,0.752
S101418,Tech_Institute_D,BUS,India,Latvia,2018,Business,Bachelor,Part-time,Female,32,Single,3,High,0.6,0,1,1,0,0,None,7.4,7.37,7.61,7.49,20,20,24,24,0,0,0.522,0.353,0.096,11,-0.226,48.9,28.8,0.588,1,6.98,1,Moderate Risk,0.749
S101419,Latvia_Uni_A,BUS,Germany,Latvia,2020,Humanities,Bachelor,Full-time,Female,26,Single,3,Low,0.1,0,0,1,1,11,Full,7.51,7.99,7.53,7.76,29,23,32,32,2,0,0.895,0.788,0.083,0,0.152,65.1,64.3,0.0,0,7.27,1,Very Likely to Succeed,0.987
S101420,Business_School_E,BUS,India,Latvia,2021,Humanities,Bachelor,Full-time,Female,18,Single,3,High,0.6,1,0,1,0,0,None,6.0,7.3,6.6,6.95,33,30,30,27,1,1,0.636,0.495,0.125,4,0.352,22.4,12.8,0.24,1,7.5,1,Moderate Risk,0.845
S101421,Business_School_E,LAW,Italy,Latvia,2020,Social Sciences,Master,Full-time,Female,26,Single,5,Low,0.1,0,1,0,1,11,None,6.95,7.14,6.92,7.03,23,20,31,31,1,0,0.839,0.71,0.139,0,-0.39,53.7,61.7,0.131,1,6.55,1,Very Likely to Succeed,0.915
S101422,Business_School_E,DATA,Kenya,Latvia,2018,Computer Science,Master,Full-time,Male,37,Married,2,High,0.751697521950574,0,1,1,0,0,None,6.8,6.97,7.28,7.13,23,23,20,20,0,0,0.661,0.524,0.09,1,0.24,82.1,81.9,0.598,2,7.44,1,Moderate Risk,0.661
S101423,Latvia_Uni_B,LAW,Nigeria,Latvia,2018,Computer Science,Bachelor,Full-time,Female,25,Single,1,High,0.7963150665975319,0,1,1,1,23,Partial,5.2,5.16,5.03,5.09,32,29,25,19,1,2,0.291,0.101,0.074,36,-0.112,0.0,0.0,0.726,1,4.47,0,Very High Risk,0.275
S101424,Latvia_Uni_B,BUS,India,Latvia,2019,Engineering,Master,Part-time,Female,30,Single,2,High,0.6,0,1,0,0,0,Partial,5.53,4.86,5.34,5.1,21,15,20,14,2,2,0.326,0.14,0.072,36,0.011,28.1,19.2,0.595,3,5.31,0,Very High Risk,0.375
S101425,Latvia_College_C,BUS,Nigeria,Latvia,2018,Social Sciences,Bachelor,Full-time,Male,21,Single,1,High,0.7174729246504481,1,1,1,1,30,None,4.89,5.15,4.72,4.93,23,20,20,20,1,0,0.732,0.594,0.176,1,0.487,15.6,11.8,0.288,1,5.11,0,High Risk,0.548
S101426,Tech_Institute_D,LAW,Spain,Latvia,2023,Engineering,Master,Full-time,Female,20,Single,5,Low,0.1,0,1,0,0,0,Full,8.23,7.9,7.98,7.94,21,21,28,28,0,0,0.981,0.931,0.067,0,0.061,100.0,100.0,0.163,0,7.86,1,Very Likely to Succeed,1.0
S101427,Latvia_Uni_B,MED,USA,Latvia,2021,Medicine,Master,Full-time,Male,30,Single,3,Medium,0.3,1,0,1,0,0,Partial,6.81,7.21,7.41,7.31,20,17,29,26,1,1,0.914,0.851,0.155,0,-0.408,93.7,77.3,0.035,0,8.04,1,Very Likely to Succeed,0.976
S101428,Business_School_E,MED,India,Latvia,2023,Humanities,Bachelor,Full-time,Male,36,Single,3,High,0.6,1,1,0,0,0,Full,5.26,5.81,5.48,5.64,24,24,22,13,0,3,0.626,0.474,0.126,4,-0.333,20.8,39.5,0.376,1,6.15,0,Moderate Risk,0.722
S101429,Business_School_E,ENG,Sri Lanka,Latvia,2022,Business,Bachelor,Part-time,Female,36,Single,3,High,0.6,0,1,0,0,0,Full,6.72,6.93,6.9,6.91,26,23,34,34,1,0,0.745,0.6,0.119,0,0.329,60.3,54.8,0.453,2,6.66,1,Moderate Risk,0.694
S101430,Tech_Institute_D,LAW,Pakistan,Latvia,2021,Humanities,Bachelor,Full-time,Female,29,Single,2,High,0.6,0,0,1,0,0,Full,6.71,5.81,6.09,5.95,29,26,24,21,1,1,0.449,0.27,0.074,22,0.154,37.1,22.0,0.548,2,5.89,0,High Risk,0.561
S101431,Business_School_E,CS,South Korea,Latvia,2022,Social Sciences,Bachelor,Full-time,Male,39,Single,3,High,0.6,0,1,1,1,15,None,6.54,6.62,7.0,6.81,21,18,23,23,1,0,0.92,0.814,0.066,0,-0.036,47.7,52.1,0.095,0,7.09,1,Moderate Risk,0.842
S101432,Business_School_E,MED,India,Latvia,2019,Computer Science,Master,Full-time,Female,33,Single,3,High,0.6,1,0,0,0,0,Full,7.84,8.8,9.1,8.95,30,30,34,31,0,1,0.897,0.783,0.076,0,-0.122,78.3,86.1,0.204,1,9.51,1,Very Likely to Succeed,1.0
S101433,Business_School_E,BUS,Sri Lanka,Latvia,2023,Social Sciences,Bachelor,Part-time,Other,37,Single,2,High,0.6,0,1,1,1,17,None,6.31,5.58,6.17,5.88,20,17,28,28,1,0,0.474,0.314,0.091,16,0.251,27.2,15.0,0.494,0,5.96,0,High Risk,0.557
S101434,Latvia_College_C,LAW,Nigeria,Latvia,2020,Information Systems,Bachelor,Full-time,Female,20,Single,2,High,0.7240815311365757,0,0,0,0,0,None,6.85,6.44,6.42,6.43,27,24,27,27,1,0,0.426,0.244,0.079,28,-0.124,6.4,21.2,0.579,4,5.26,0,High Risk,0.451
S101435,Latvia_Uni_A,LAW,Canada,Latvia,2019,Business,Bachelor,Full-time,Other,32,Single,2,Medium,0.3,1,0,0,0,0,Partial,6.59,6.69,6.87,6.78,30,30,35,32,0,1,0.71,0.571,0.074,0,-0.204,71.0,27.4,0.322,0,7.01,1,Very Likely to Succeed,0.857
S101436,Latvia_College_C,ENG,Kenya,Latvia,2023,Social Sciences,Master,Full-time,Other,25,Single,2,High,0.7140569990891159,1,0,1,1,20,None,7.2,8.63,8.35,8.49,27,27,23,23,0,0,0.901,0.784,0.084,0,-0.165,52.1,26.0,0.164,2,8.71,1,Very Likely to Succeed,0.963
S101437,Tech_Institute_D,ENG,Spain,Latvia,2018,Information Systems,Bachelor,Full-time,Male,21,Single,4,Low,0.1,0,0,0,1,29,None,8.46,8.32,8.76,8.54,26,26,20,20,0,0,0.929,0.816,0.069,0,-0.02,83.7,93.0,0.282,1,8.47,1,Very Likely to Succeed,1.0
S101438,Tech_Institute_D,CS,Sri Lanka,Latvia,2023,Business,Bachelor,Full-time,Male,37,Single,1,High,0.6,0,0,0,0,0,None,6.3,6.59,6.71,6.65,20,14,29,26,2,1,0.405,0.225,0.089,28,-0.137,38.2,23.4,0.59,4,6.07,0,High Risk,0.444
S101439,Latvia_College_C,DATA,Bangladesh,Latvia,2022,Information Systems,Master,Full-time,Male,18,Single,1,High,0.6,1,0,1,1,15,Partial,8.29,9.2,8.87,9.03,28,28,33,33,0,0,0.837,0.71,0.084,0,-0.093,79.4,77.0,0.303,2,9.08,1,Very Likely to Succeed,0.988
S101440,Tech_Institute_D,LAW,Nigeria,Latvia,2023,Humanities,Master,Full-time,Male,31,Married,1,High,0.7993167035806018,0,0,1,1,25,None,6.25,5.15,5.93,5.54,34,31,23,23,1,0,0.388,0.205,0.073,34,-0.037,12.9,12.4,0.583,3,5.32,0,Very High Risk,0.322
S101441,Latvia_College_C,ENG,Canada,Latvia,2023,Computer Science,Bachelor,Full-time,Male,20,Other,3,Medium,0.3,0,0,0,1,17,None,7.15,7.22,7.56,7.39,31,31,33,30,0,1,0.7,0.543,0.065,0,-0.076,80.6,70.4,0.382,1,7.59,1,Moderate Risk,0.805
S101442,Latvia_College_C,BUS,South Korea,Latvia,2019,Information Systems,Bachelor,Part-time,Female,23,Single,2,High,0.6,0,1,1,0,0,Partial,7.65,7.29,7.23,7.26,27,27,25,19,0,2,0.873,0.741,0.103,0,0.234,62.3,50.1,0.257,2,7.23,1,Moderate Risk,0.789
S101443,Latvia_Uni_A,MED,Nigeria,Latvia,2020,Engineering,Master,Full-time,Female,24,Single,3,High,0.7369116578752599,0,0,1,1,13,Full,6.76,5.65,6.64,6.15,20,20,22,19,0,1,0.491,0.32,0.173,16,0.459,20.0,1.6,0.466,4,5.72,0,High Risk,0.6
S101444,Latvia_Uni_A,MED,Sri Lanka,Latvia,2021,Medicine,Master,Full-time,Female,28,Single,3,High,0.6,1,1,0,0,0,Partial,6.63,7.18,6.73,6.95,25,19,21,18,2,1,0.874,0.747,0.098,0,0.192,46.4,47.6,0.241,1,8.04,1,Very Likely to Succeed,0.891
S101445,Latvia_College_C,DATA,France,Latvia,2020,Engineering,Master,Full-time,Male,34,Single,4,Low,0.1,0,0,0,0,0,None,7.25,7.34,7.17,7.25,29,29,32,29,0,1,0.638,0.492,0.074,0,0.038,38.1,29.8,0.203,2,6.69,1,Very Likely to Succeed,0.865
S101446,Latvia_Uni_A,MIS,Bangladesh,Latvia,2022,Medicine,Bachelor,Full-time,Female,36,Single,1,High,0.6,1,1,1,0,0,None,6.44,6.44,6.34,6.39,35,32,24,21,1,1,0.722,0.585,0.085,0,0.142,50.8,56.2,0.472,1,6.84,1,Moderate Risk,0.775
S101447,Latvia_Uni_A,MIS,China,Latvia,2020,Information Systems,Master,Full-time,Female,30,Single,1,High,0.6,0,0,1,1,26,None,5.79,5.57,5.54,5.55,34,31,21,18,1,1,0.295,0.09,0.082,35,-0.199,22.2,18.7,0.716,3,5.21,0,Very High Risk,0.354
S101448,Tech_Institute_D,MED,Brazil,Latvia,2018,Information Systems,Master,Full-time,Other,31,Single,2,Medium,0.35,1,1,1,1,26,None,6.9,7.22,7.45,7.33,29,29,20,20,0,0,0.687,0.559,0.069,0,0.109,53.9,48.1,0.366,0,7.58,1,Very Likely to Succeed,0.89
S101449,Latvia_College_C,MIS,Kenya,Latvia,2021,Business,Bachelor,Full-time,Male,30,Single,2,High,0.7875868572718189,1,1,1,1,16,None,9.0,10.0,10.0,10.0,30,30,29,29,0,0,0.986,0.941,0.055,0,0.03,100.0,100.0,0.335,1,10.0,1,Very Likely to Succeed,1.0
S101450,Latvia_Uni_B,MIS,Nigeria,Latvia,2021,Information Systems,Bachelor,Part-time,Female,26,Single,1,High,0.792153136971462,0,1,0,1,12,None,6.99,6.62,7.18,6.9,27,27,33,33,0,0,0.554,0.387,0.086,7,0.107,58.4,44.7,0.712,7,6.6,0,High Risk,0.44
S101451,Latvia_College_C,MED,Vietnam,Latvia,2019,Business,Bachelor,Part-time,Female,38,Single,3,High,0.6,0,1,0,0,0,Partial,6.22,6.03,6.66,6.35,28,28,24,24,0,0,0.689,0.547,0.076,0,0.135,33.6,36.6,0.351,2,6.32,1,High Risk,0.641
S101452,Latvia_Uni_A,CS,Nigeria,Latvia,2018,Business,Master,Full-time,Male,30,Married,2,High,0.7411116774591945,0,1,0,0,0,Partial,7.42,7.92,7.57,7.75,28,28,22,19,0,1,0.798,0.661,0.13,0,0.407,67.5,53.1,0.427,3,7.64,0,Moderate Risk,0.657
S101453,Latvia_College_C,MED,USA,Latvia,2019,Engineering,Master,Full-time,Female,32,Single,4,Medium,0.3,1,1,0,0,0,None,9.37,10.0,10.0,10.0,35,35,20,20,0,0,0.973,0.92,0.089,0,-0.236,100.0,100.0,0.0,0,9.9,1,Very Likely to Succeed,1.0
S101454,Business_School_E,MED,USA,Latvia,2021,Business,Bachelor,Full-time,Male,19,Single,2,Medium,0.3,1,0,0,0,0,None,6.38,6.88,6.44,6.66,32,29,35,32,1,1,0.84,0.731,0.108,0,0.216,54.5,19.5,0.027,1,7.04,1,Very Likely to Succeed,0.897
S101455,Latvia_Uni_A,MED,Ghana,Latvia,2020,Business,Master,Full-time,Female,39,Single,2,High,0.7173153636396958,0,1,1,0,0,Partial,5.62,4.9,4.88,4.89,24,24,23,20,0,1,0.541,0.37,0.076,5,-0.1,33.6,29.5,0.532,2,4.16,0,High Risk,0.478
S101456,Tech_Institute_D,CS,Kenya,Latvia,2023,Information Systems,Bachelor,Full-time,Female,25,Single,3,High,0.7286667476068506,0,1,0,0,0,None,5.58,5.61,5.42,5.51,26,23,33,30,1,1,0.298,0.112,0.099,35,-0.221,20.6,15.4,0.747,2,5.48,0,High Risk,0.408
S101457,Latvia_Uni_B,DATA,India,Latvia,2021,Engineering,Bachelor,Full-time,Male,26,Single,2,High,0.6,0,1,0,1,17,Partial,6.42,6.07,5.94,6.0,32,23,21,18,3,1,0.408,0.227,0.104,25,0.293,23.2,31.0,0.626,5,5.8,0,High Risk,0.45
S101458,Latvia_Uni_A,MED,Ghana,Latvia,2018,Medicine,Bachelor,Full-time,Male,35,Single,2,High,0.7588047382502907,1,1,0,0,0,Full,7.52,8.17,7.32,7.75,29,29,21,18,0,1,0.739,0.604,0.076,0,0.053,76.1,72.1,0.5,0,8.03,1,Moderate Risk,0.784
S101459,Tech_Institute_D,ENG,Ghana,Latvia,2018,Humanities,Bachelor,Full-time,Female,31,Married,2,High,0.760444841452632,1,1,0,0,0,None,8.08,8.1,8.4,8.25,34,34,33,33,0,0,0.957,0.878,0.085,0,0.122,92.5,74.9,0.302,0,8.66,1,Very Likely to Succeed,0.899
S101460,Business_School_E,CS,Nigeria,Latvia,2019,Business,Master,Full-time,Male,36,Other,1,High,0.7304997803902006,0,1,1,1,27,None,7.14,7.15,5.87,6.51,30,30,30,30,0,0,0.623,0.463,0.064,1,-0.018,72.4,67.6,0.587,2,5.9,0,High Risk,0.477
S101461,Business_School_E,ENG,Latvia,Latvia,2019,Medicine,Bachelor,Full-time,Male,35,Single,5,Low,0.1,1,0,1,1,21,None,9.08,9.88,10.0,9.94,35,35,29,29,0,0,0.981,0.929,0.08,0,0.197,100.0,100.0,0.0,0,10.0,1,Very Likely to Succeed,1.0
S101462,Latvia_Uni_B,LAW,Bangladesh,Latvia,2022,Engineering,Bachelor,Part-time,Male,29,Single,1,High,0.6,0,0,1,0,0,Partial,6.13,6.22,6.43,6.32,20,17,33,33,1,0,0.384,0.195,0.078,34,0.094,18.6,15.1,0.579,6,5.15,0,High Risk,0.503
S101463,Tech_Institute_D,MIS,Pakistan,Latvia,2023,Computer Science,Bachelor,Full-time,Other,28,Single,1,High,0.6,0,1,1,0,0,None,5.68,5.03,5.53,5.28,21,12,21,15,3,2,0.417,0.254,0.145,23,0.423,21.4,7.4,0.568,3,5.55,0,High Risk,0.451
S101464,Tech_Institute_D,LAW,Bangladesh,Latvia,2019,Engineering,Master,Full-time,Female,23,Single,1,High,0.6,0,0,1,1,17,Full,6.78,6.51,6.98,6.74,26,26,22,19,0,1,0.323,0.137,0.068,36,0.172,30.0,26.3,0.551,4,6.76,0,High Risk,0.502
S101465,Latvia_College_C,MED,Canada,Latvia,2020,Business,Bachelor,Full-time,Male,26,Married,3,Medium,0.3,0,0,1,0,0,Partial,6.81,5.91,6.51,6.21,35,32,21,21,1,0,0.425,0.233,0.065,33,-0.083,46.7,23.2,0.52,1,6.22,1,Moderate Risk,0.717
S101466,Tech_Institute_D,ENG,Kenya,Latvia,2021,Computer Science,Bachelor,Part-time,Male,19,Married,3,High,0.7486508841899865,1,1,1,1,29,Full,7.37,8.18,7.86,8.02,21,21,26,26,0,0,0.84,0.697,0.092,0,-0.165,64.8,51.4,0.462,1,8.26,1,Very Likely to Succeed,0.9
S101467,Business_School_E,LAW,Brazil,Latvia,2022,Engineering,Bachelor,Full-time,Female,34,Married,4,Medium,0.35,0,1,0,0,0,Partial,5.63,5.05,5.81,5.43,32,29,23,14,1,3,0.719,0.573,0.062,0,-0.043,17.6,7.5,0.099,0,5.66,0,Moderate Risk,0.737
S101468,Tech_Institute_D,MED,Nigeria,Latvia,2019,Information Systems,Bachelor,Full-time,Other,25,Single,2,High,0.7296915503695002,0,0,1,0,0,None,5.36,4.74,4.89,4.81,26,23,28,19,1,3,0.268,0.098,0.056,36,0.009,0.0,0.0,0.678,1,4.45,0,Very High Risk,0.387
S101469,Business_School_E,MED,Kenya,Latvia,2018,Medicine,Bachelor,Full-time,Male,36,Single,2,High,0.7403592625496581,1,1,1,0,0,None,7.43,7.82,6.72,7.27,34,31,24,21,1,1,0.732,0.598,0.104,0,0.163,38.5,55.3,0.297,0,7.43,1,Moderate Risk,0.847
S101470,Latvia_Uni_A,ENG,Italy,Latvia,2022,Computer Science,Bachelor,Full-time,Male,31,Single,3,Low,0.1,1,1,1,0,0,None,6.07,6.48,6.73,6.61,28,28,35,32,0,1,0.787,0.654,0.075,0,0.167,30.0,17.7,0.133,0,7.76,1,Very Likely to Succeed,0.87
S101471,Business_School_E,MED,Sri Lanka,Latvia,2018,Computer Science,Master,Full-time,Male,27,Married,2,High,0.6,0,0,1,1,13,None,5.59,5.41,6.01,5.71,28,28,24,18,0,2,0.493,0.326,0.086,13,0.205,11.6,15.5,0.398,2,5.45,0,High Risk,0.562
S101472,Latvia_College_C,DATA,Canada,Latvia,2021,Social Sciences,Bachelor,Full-time,Male,22,Married,2,Medium,0.3,0,0,1,1,12,None,7.35,8.0,8.0,8.0,20,17,28,22,1,2,0.943,0.842,0.069,0,-0.047,88.8,72.0,0.203,0,7.51,1,Very Likely to Succeed,0.977
S101473,Business_School_E,LAW,South Korea,Latvia,2022,Humanities,Master,Full-time,Female,28,Single,3,High,0.6,0,0,0,0,0,None,8.05,7.71,7.49,7.6,30,30,23,23,0,0,0.682,0.556,0.077,0,0.097,43.7,57.0,0.393,2,7.21,1,Moderate Risk,0.727
S101474,Tech_Institute_D,BUS,India,Latvia,2018,Humanities,Bachelor,Full-time,Male,26,Single,2,High,0.6,1,1,0,1,12,None,6.24,6.12,5.54,5.83,23,23,32,32,0,0,0.626,0.464,0.091,2,0.171,23.9,34.1,0.477,1,5.93,0,Moderate Risk,0.671
S101475,Latvia_Uni_B,ENG,Nigeria,Latvia,2022,Business,Master,Full-time,Female,32,Single,2,High,0.744281122760127,0,1,0,1,28,None,5.93,6.08,6.05,6.06,31,31,24,21,0,1,0.264,0.082,0.08,35,-0.167,49.2,28.4,0.945,2,6.29,0,Very High Risk,0.292
S101476,Tech_Institute_D,ENG,Ghana,Latvia,2021,Engineering,Master,Full-time,Female,39,Single,2,High,0.7006842384871014,0,0,1,0,0,Full,7.35,7.16,7.57,7.36,35,29,34,31,2,1,0.526,0.365,0.143,13,0.404,39.2,58.8,0.634,6,6.86,0,High Risk,0.648
S101477,Latvia_College_C,LAW,Kenya,Latvia,2020,Computer Science,Master,Full-time,Male,38,Single,3,High,0.7436243536982403,1,1,1,0,0,Partial,7.76,7.18,7.75,7.47,34,34,34,34,0,0,0.989,0.938,0.076,0,0.163,89.7,100.0,0.145,0,7.67,1,Very Likely to Succeed,1.0
S101478,Latvia_Uni_A,LAW,Spain,Latvia,2018,Engineering,Master,Full-time,Male,36,Single,4,Low,0.1,1,0,0,0,0,None,6.31,6.47,6.79,6.63,33,27,22,22,2,0,0.965,0.891,0.077,0,-0.078,61.8,43.2,0.0,0,7.78,1,Very Likely to Succeed,0.943
S101479,Latvia_Uni_B,LAW,Latvia,Latvia,2018,Computer Science,Bachelor,Part-time,Male,28,Married,5,Low,0.1,0,0,0,1,25,None,7.41,7.14,7.03,7.09,23,23,26,23,0,1,0.826,0.692,0.106,0,-0.294,41.2,48.0,0.05,2,6.38,1,Very Likely to Succeed,0.913
S101480,Latvia_Uni_B,BUS,Brazil,Latvia,2022,Information Systems,Master,Full-time,Female,19,Single,4,Medium,0.35,0,0,0,1,18,Partial,7.76,7.82,7.56,7.69,20,17,25,25,1,0,0.703,0.561,0.077,0,0.117,77.5,68.5,0.426,2,7.59,1,Very Likely to Succeed,0.866
S101481,Latvia_Uni_B,CS,China,Latvia,2020,Information Systems,Bachelor,Full-time,Female,32,Single,3,High,0.6,0,0,1,1,23,Full,6.83,6.18,6.05,6.12,32,32,27,27,0,0,0.277,0.08,0.056,36,0.038,6.2,15.9,0.636,4,6.27,0,High Risk,0.527
S101482,Latvia_Uni_A,DATA,Ghana,Latvia,2018,Engineering,Bachelor,Part-time,Male,38,Single,2,High,0.7427470764908822,1,1,1,1,28,Partial,6.31,6.26,5.93,6.09,26,26,35,35,0,0,0.772,0.636,0.102,0,-0.148,54.6,56.6,0.404,2,5.98,0,Moderate Risk,0.701
S101483,Business_School_E,BUS,Germany,Latvia,2020,Business,Bachelor,Full-time,Female,32,Married,3,Low,0.1,1,0,0,0,0,None,7.33,8.21,7.68,7.94,25,19,22,22,2,0,0.776,0.639,0.166,0,0.444,53.1,49.6,0.234,2,8.43,1,Very Likely to Succeed,0.955
